City,State,Station_Count,Population_Density,EV_Vehicle_Density
New Cumberland,PA,5,1703,94
New Cuyama,CA,1,1422,293
New Denver,BC,2,2541,141
New Dominion,PE,1,1198,129
New Era,MI,1,1605,225
New Freedom,PA,1,1226,145
New Glasgow,NS,7,396,125
New Glasgow,PE,3,3149,70
New Hamburg,ON,2,2325,26
New Hampton,NH,1,4454,43
New Hampton,NY,4,3887,29
New Harmony,UT,1,2196,217
New Hartford,NY,18,3709,171
New Haven,CT,137,2308,19
New Haven,VT,1,275,103
New Hazelton,BC,1,2602,116
New Hill,NC,1,4099,114
New Holland,OH,2,1767,80
New Hope,MN,2,4471,93
New Hope,PA,1,2645,218
New Hudson,MI,2,775,268
New Hyde Park,NY,3,1923,248
New Iberia,LA,2,1456,241
New Jersey,NJ,1,3172,291
New Johnsonville,TN,1,3359,215
New Kent,VA,1,646,273
New Lebanon,NY,1,2183,194
New Lenox,IL,1,2140,123
New Lexington,OH,1,4634,88
New Liskeard,ON,4,1852,59
New London,CT,40,1715,104
New London,NH,4,1949,267
New London,OH,1,2742,71
New Market,MD,1,1700,151
New Market,TN,2,3496,231
New Market,VA,2,4502,120
New Martinsville,WV,1,3705,113
New Milford,CT,3,3899,24
New Milford,PA,1,718,279
New Minas,NS,4,1232,168
New Orleans,LA,60,2215,166
New Oxford,PA,2,2439,36
New Paltz,NY,23,2839,94
New Palz,NY,1,4376,18
New Philadelphia,OH,2,1587,285
New Plymouth,OH,1,1657,236
New Port Richey,FL,9,2213,195
New Port Ritchie,FL,1,1144,88
New Prague,MN,4,2531,225
New Preston,CT,1,1682,66
New Providence,NJ,2,1408,153
New Richmond,QC,11,701,76
New Richmond,WI,2,1720,284
New River,AZ,1,4980,114
New River Beach,NB,1,4866,197
New Rochelle,NY,23,200,173
New Smyrna Beach,FL,6,4371,276
New Springfield,OH,2,337,60
New Stanton,PA,1,4125,135
New Ulm,MN,4,3018,89
New Ulm,TX,1,2642,192
New Washington,OH,1,2103,26
New Westminister,BC,2,1637,179
New Westminster,BC,23,854,289
New Windsor,MD,1,3468,223
New Windsor,NY,6,2358,207
New York,NY,500,3765,16
New York Mills,NY,1,4335,20
New concord,OH,2,640,21
New-Carlisle,QC,3,369,119
Newark,CA,40,3560,142
Newark,DE,47,3508,137
Newark,NJ,47,605,157
Newark,NY,17,1229,63
Newark,OH,8,2179,88
Newaygo,MI,2,3245,106
Newberg,OR,19,3342,258
Newberry,FL,1,461,136
Newberry,IN,1,3820,39
Newberry,MI,1,1556,33
Newberry,SC,3,4167,210
Newburg,MD,3,4295,140
Newburg,PA,1,1781,131
Newburgh,IN,3,1152,159
Newburgh,NY,10,2609,23
Newbury,MA,4,4827,38
Newbury,ON,1,781,59
Newbury Park,CA,8,4032,249
Newburyport,MA,5,2229,292
Newcastle,CA,1,4949,165
Newcastle,ME,1,4116,146
Newcastle,WA,1,3402,163
Newcomb,NY,1,819,90
Newfane,VT,2,174,96
Newfoundland,PA,1,1393,273
Newhalem,WA,1,2022,267
Newhall,CA,2,4257,194
Newington,CT,5,419,189
Newmarket,NH,1,2249,195
Newmarket,ON,48,1552,132
Newnan,GA,13,1655,105
Newport,AR,5,4307,102
Newport,CA,1,3132,12
Newport,KY,6,560,11
Newport,ME,2,986,157
Newport,MI,2,3633,294
Newport,NC,1,4036,154
Newport,OR,13,1215,271
Newport,PA,1,1175,71
Newport,RI,22,3976,235
Newport,TN,1,4715,40
Newport,VT,4,2024,199
Newport,WA,1,1026,277
Newport Beach,CA,115,4752,21
Newport Coast,CA,2,2381,200
Newport News,VA,26,1155,34
Newry,ME,4,4774,100
Newton,IA,3,641,97
Newton,KS,1,2261,283
Newton,MA,43,2351,120
Newton,NC,1,1152,89
Newton,NJ,12,4669,149
Newton Grove,NC,1,2844,223
Newton Lower Falls,MA,1,3969,27
Newton Square,PA,1,4581,63
Newtown,CT,1,4257,106
Newtown Square,PA,1,4710,292
Newville,PA,2,4625,243
Niagara,ON,2,4775,249
Niagara Falls,NY,23,1660,63
Niagara Falls,ON,37,3862,96
Niagara University,NY,1,1264,270
Niagara on the Lake,ON,2,2822,245
Niagara on the lake,ON,1,2458,132
Niagara-On-The-Lake,ON,1,570,63
Niagara-on-the-Lake,ON,17,1516,225
Niagra Falls,ON,1,1568,206
Niantic,CT,8,908,48
Nicasio,CA,4,271,237
Niceville,FL,2,4226,246
Nicholasville,KY,2,4242,141
Nichols,NY,2,4325,177
Nicolet,QC,11,2499,46
Nigadoo,NB,2,1745,76
Niles,IL,5,157,120
Niles,MI,6,1229,228
Nine Mile Falls,WA,1,1453,218
Ninety Six,SC,2,867,96
Nipigon,ON,4,3995,188
Nipton,CA,3,782,22
Niskayuna,NY,13,3554,134
Nisku,AB,5,2108,242
Nitro,WV,1,3242,260
Niverville,MB,3,1890,135
Niwot,CO,4,1577,244
Nixa,MO,2,985,147
Nobel,ON,2,4006,58
Noblesville,IN,6,4592,195
Nobleton,ON,5,1638,214
Nogales,AZ,2,2173,87
Nokomis,FL,3,412,203
Nolanville,TX,1,910,112
Nominingue,QC,1,2335,114
Norco,CA,5,2957,296
Norcross,GA,14,2863,220
Nordegg,AB,1,2132,259
Norfolk,CT,1,1607,210
Norfolk,MA,2,4645,33
Norfolk,NE,10,2670,92
Norfolk,NY,1,1994,188
Norfolk,ON,2,2805,215
Norfolk,VA,49,696,49
Norland,ON,1,2247,122
Normal,IL,31,715,13
Norman,OK,21,1047,117
Normandin,QC,3,4751,123
Normandy Park,WA,1,4473,176
Norridge,IL,3,3864,270
Norris,MT,1,2113,115
Norris,TN,1,3797,233
Norris Point,NL,1,590,271
Norristown,PA,3,4450,260
North Adams,MA,7,2528,23
North Andover,MA,11,641,207
North Attleboro,MA,5,1387,135
North Attleborough,MA,12,1733,215
North Augusta,SC,1,3026,149
North Aurora,IL,9,1452,71
North Babylon,NY,6,4476,292
North Battleford,SK,8,1398,63
North Bay,ON,22,4968,21
North Bay Village,FL,2,4067,145
North Beach,MD,1,4523,153
North Bellmore,NY,1,2358,291
North Bend,NE,2,4747,145
North Bend,OR,8,2173,230
North Bend,WA,6,801,218
North Bennington,VT,3,2019,132
North Bergen,NJ,9,2560,125
North Berwick,ME,1,4362,166
North Bethesda,MD,18,4364,279
North Billerica,MA,1,4424,26
North Branch,MI,1,466,278
North Branch,MN,3,627,228
North Branford,CT,1,4986,247
North Brunswick,NJ,5,3818,42
North Brunswick Township,NJ,11,3709,294
North Canaan,CT,1,4035,46
North Canton,OH,12,4719,112
North Cape May,NJ,3,2253,220
North Charleston,SC,38,2008,289
North Chesterfield,VA,3,3112,151
North Chicago,IL,1,4328,248
North Chili,NY,1,3122,238
North Clarendon,VT,1,3583,142
North Collins,NY,1,2820,134
North Conway,NH,7,1870,62
North Creek,NY,7,4213,97
North Dighton,MA,1,1877,107
North East,MD,5,4312,104
North Edwards,CA,2,897,197
North Fort Myers,FL,1,3315,265
North Grafton,MA,5,3888,82
North Hampton,NH,2,3076,291
North Hatley,QC,4,3837,27
North Haven,CT,15,1811,173
North Hero,VT,1,852,155
North Highland,CA,1,2569,262
North Hills,CA,2,4069,169
North Hills,NY,1,1492,58
North Hollywood,CA,18,2705,185
North Hudson,NY,3,777,74
North Huntingdon,PA,3,205,298
North Huron,ON,1,3387,59
North Jackson,OH,2,4853,13
North Kansas City,MO,16,2046,128
North Kingstown,RI,10,1195,173
North Kingsville,OH,1,1882,232
North Las Vegas,NV,9,4641,165
North Laurel,MD,3,3357,271
North Liberty,IA,3,2097,182
North Little Rock,AR,25,4969,32
North Logan,UT,2,1661,70
North Manchester,IN,1,4106,143
North Mankato,MN,5,1775,33
North Merrick,NY,1,1222,54
North Miami,FL,13,4081,188
North Miami Beach,FL,13,1401,72
North Milton,PE,1,1043,38
North Myrtle Beach,SC,7,4650,105
North Of Kimberly,BC,1,1045,275
North Ogden,UT,1,700,64
North Olmsted,OH,4,2800,162
North Palm Beach,FL,2,4920,228
North Pekin,IL,1,1517,182
North Plainfield,NJ,6,1624,105
North Plains,OR,1,3866,132
North Platte,NE,5,350,21
North Port,FL,4,1644,13
North Providence,RI,3,178,76
North Reading,MA,4,3223,154
North Redington Beach,FL,1,997,74
North Richland Hills,TX,7,4976,91
North Richlands Hills,TX,1,325,114
North Ridge,CA,1,1309,190
North Ridgeville,OH,2,4998,114
North River,NY,2,4937,235
North Riverside,IL,3,2278,37
North Royalton,OH,1,2779,25
North Rustico,PE,3,2985,286
North Saanich,BC,3,2906,63
North Salem,NY,1,803,297
North Salt Lake,UT,8,2644,123
North San Jose,CA,6,2470,47
North San Juan,CA,1,3381,239
North Sioux City,SD,1,4810,175
North Smithfield,RI,2,428,191
North Springfield,VT,2,4328,214
North St Paul,MN,1,220,254
North Stamford,CT,1,1064,130
North Stonington,CT,2,4324,268
North Stratford,NH,1,3775,219
North Sydney,NS,1,2176,203
North Syracuse,NY,2,432,77
North Tonawanda,NY,3,3468,123
North Truro,MA,1,1416,229
North Vancouver,BC,101,1296,229
North Venice,FL,1,3270,227
North Wales,PA,3,1529,246
North Wildwood,NJ,1,455,103
North Windham,CT,3,4334,262
North Yarmouth,ME,1,1626,224
North York,ON,43,3997,267
North-Vancouver,BC,1,128,249
North-York,ON,1,1113,223
Northampton,MA,38,2802,107
Northborough,MA,4,927,25
Northbrook,IL,15,4546,163
Northeast Harbor,ME,2,2124,25
Northeast Los Angeles,CA,1,398,207
Northern Rockies B,BC,2,1965,117
Northfield,IL,6,4116,32
Northfield,MN,10,2211,51
Northfield,OH,2,854,46
Northfield,VT,3,869,174
Northglenn,CO,12,3835,125
Northlake,IL,2,1338,159
Northlake,TX,2,2313,15
Northport,AL,1,2006,41
Northport,MI,2,1664,154
Northport,NY,1,1318,186
Northridge,CA,29,4701,186
Northville,MI,6,1457,70
Northville,NY,2,3939,86
Northwood,IA,3,1560,95
Northwood,OH,1,4085,200
Northyork,ON,1,1516,16
Norton,MA,10,2953,94
Norton,OH,1,4956,271
Norton,VA,3,1528,268
Norton Shores,MI,2,4478,56
Nortonville,KY,1,4574,103
Norwalk,CA,17,4393,233
Norwalk,CT,38,3162,288
Norwalk,OH,3,3171,12
Norway,ME,6,655,138
Norway,MI,1,455,258
Norwell,MA,5,1663,238
Norwich,CT,14,3600,140
Norwich,NY,2,1140,237
Norwich,OH,1,2786,186
Norwich,ON,1,4574,40
Norwich,VT,4,4875,75
Norwood,MA,46,2653,215
Norwood,NJ,1,1879,110
Norwood,OH,1,175,40
Norwood,ON,1,4426,200
"Norwood, Ohio 45212",OH,1,3419,75
Notre Dame,IN,1,2449,244
Notre Dame Ile-Perrot,QC,1,2873,287
Notre-Dame des Prairies,QC,1,2362,211
Notre-Dame-De-Lorette,QC,1,3329,234
Notre-Dame-Du-Portage,QC,1,2216,92
Notre-Dame-de-Ham,QC,1,492,55
Notre-Dame-de-Montauban,QC,1,1208,98
Notre-Dame-de-Pontmain,QC,2,4462,195
Notre-Dame-de-l'Île-Perrot,QC,2,710,198
Notre-Dame-de-la-Merci,QC,1,2875,255
Notre-Dame-de-la-merci,QC,1,4098,55
Notre-Dame-des-Bois,QC,3,772,266
Notre-Dame-des-Monts,QC,1,3777,70
Notre-Dame-des-Pins,QC,1,130,114
Notre-Dame-des-Prairies,QC,9,1500,23
Notre-Dame-du-Laus,QC,1,4171,86
Notre-Dame-du-Mont-Carmel,QC,3,716,239
Notre-Dame-du-Nord,QC,3,4734,176
Notre-Dame-du-Portage,QC,1,2886,75
Notre-Dame-du-Sacré-Coeur-d'Issoudun,QC,1,970,41
Nottingham,MD,11,4296,105
Nouvelle,QC,1,3704,67
Novato,CA,43,1512,113
Novi,MI,20,2839,143
Noyan,QC,1,1040,226
Nucla,CO,1,440,76
Nuevo,CA,1,3008,187
Nutley,NJ,3,4233,256
Nyack,NY,4,759,244
O Fallon,MO,2,2133,140
O'Fallon,IL,2,1660,121
O'Fallon,MO,3,3557,63
O'Leary,PE,4,1756,299
O'Neals,CA,1,3075,248
O'Neill,NE,2,1149,249
OAKVILLE,ON,1,553,121
OPELOUSAS,LA,1,1804,97
ORLANDO,FL,1,2884,237
OSWEGO,IL,1,918,299
OTTAWA,ON,1,4968,217
OTTUMWA,IA,1,112,283
OWATONNA,MN,1,4079,79
OXFORD,AL,1,1020,229
OXFORD,NC,1,2518,240
Oacoma,SD,1,1414,299
Oak Bluffs,MA,2,3777,264
Oak Brook,IL,20,2117,151
Oak Creek,WI,13,1328,78
Oak Glen,CA,1,4892,98
Oak Grove,AL,1,2534,145
Oak Grove,MO,4,2968,152
Oak Harbor,OH,2,2615,196
Oak Harbor,WA,6,1538,20
Oak Hill,VA,10,4264,157
Oak Island,NC,3,3643,47
Oak Lawn,IL,14,3275,217
Oak Park,CA,1,1881,219
Oak Park,IL,18,2363,10
Oak Park,MI,3,2069,74
Oak Park Heights,MN,2,311,10
Oak Ridge,TN,7,607,252
Oak Ridge National Laboratory,TN,10,431,34
Oak View,CA,1,650,59
Oakbrook Terrace,IL,4,1041,250
Oakdale,CA,10,827,41
Oakdale,LA,1,2962,42
Oakdale,MN,3,3343,209
Oakdale,NY,2,748,243
Oakdale,PA,1,2837,35
Oakfield,NY,1,2847,51
Oakhurst,CA,11,1109,70
Oakhurst,NJ,1,1650,50
Oakland,CA,177,903,139
Oakland,FL,2,4180,207
Oakland,MD,3,4409,296
Oakland,OR,2,4364,160
Oakland Park,FL,10,3501,213
Oakley,CA,14,4341,191
Oakley,KS,3,4711,216
Oakmont,PA,3,3261,156
Oakridge,OR,2,4648,213
Oaks,PA,4,4255,57
Oakton,VA,1,627,267
Oakville,CA,6,3398,148
Oakville,ON,127,1123,181
Oakwood,GA,3,3834,110
Oakwood,IL,1,532,196
Oberlin,OH,9,1276,30
Obetz,OH,1,500,19
Ocala,FL,17,2204,196
Occidental,CA,1,3150,142
Ocean City,MD,21,2333,42
Ocean City,NJ,6,2545,78
Ocean Isle Beach,NC,1,4800,89
Ocean Ridge,FL,1,2935,200
Ocean Shores,WA,3,2613,110
Ocean Township,NJ,5,1873,294
Ocean View,DE,1,1196,230
Ocean View,NJ,1,1028,62
Oceanside,CA,62,2051,169
Oceanside,NY,3,2073,51
Oceanside,OR,1,1654,56
Ochopee,FL,3,2878,168
Ocoee,FL,8,4521,193
Oconomowoc,WI,8,1094,255
Oconto,WI,1,712,20
Ocqueoc,MI,1,2693,163
Odanak,QC,7,695,229
Odenton,MD,6,941,164
Odessa,FL,3,4539,292
Odessa,ON,3,958,196
Odessa,TX,2,544,71
Oelwein,IA,1,1888,157
Ogallala,NE,5,4417,153
Ogden,UT,50,3554,112
Ogdensburg,NY,2,4052,102
Ogema,MN,1,4787,295
Oglesby,IL,1,1130,128
Ogunquit,ME,7,1395,38
Ohiopyle,PA,1,2163,39
Oil City,ON,1,1547,297
Oil City,PA,1,2145,147
Oil Springs,ON,1,4719,60
Ojai,CA,8,2950,243
Ojo Caliente,NM,2,3924,64
Oka,QC,6,2168,249
Okanagan Falls,BC,4,3861,45
Okanagan-Similkameen,BC,1,2375,98
Okarche,OK,1,1908,221
Okatie,SC,1,1411,254
Okeechobee,FL,19,4155,96
Okemah,OK,2,2551,249
Okemos,MI,8,1189,197
Oklahoma City,OK,77,1772,66
Okmulgee,OK,1,3775,122
Okotoks,AB,12,4632,232
Olancha,CA,3,4454,79
Olanta,SC,1,2103,236
Olathe,KS,58,4298,265
Old Bridge,NJ,8,4964,189
Old Castle,ON,1,1224,193
Old Faithful,WY,1,1321,200
Old Forge,NY,9,2960,241
Old Fort,NC,4,2373,285
Old Greenwich,CT,1,3090,242
Old Hickory,TN,1,2610,63
Old Lyme,CT,2,336,266
Old Orchard Beach,ME,3,1244,99
Old Saybrook,CT,10,3353,235
Old Town,ME,4,3882,256
Old Westbury,NY,2,866,160
Oldcastle,ON,2,2781,122
Olds,AB,4,2765,278
Oldsmar,FL,4,1859,166
Olean,NY,13,3591,168
Olema,CA,2,2915,234
Olga,WA,1,3613,23
Olive Branch,MS,3,595,118
Olive Hill,KY,1,3280,105
Olivebridge,NY,1,4030,204
Olivehurst,CA,1,2172,67
Oliver,BC,14,437,163
Olivia,MN,1,4049,73
Olney,IL,1,3208,167
Olney,MD,1,1917,274
Olympia,WA,47,236,130
Olympic Valley,CA,3,2655,297
Omaha,NE,85,4515,20
Omak,WA,2,1015,223
Onalaska,WI,7,3638,171
Onamia,MN,3,2200,114
Onancock,VA,2,3007,156
Onanole,MB,1,3014,191
Onaway,MI,2,2082,46
Oneida,NY,7,3970,91
Oneida,TN,2,4628,21
Oneonta,AL,1,3667,13
Oneonta,NY,10,1098,52
Ontario,CA,45,2247,60
Ontario,NY,3,4794,270
Ontario,OH,3,495,143
Ontario,ON,1,3698,96
Ontario,OR,4,4610,65
Ontonagon,MI,1,1038,226
Ooltewah,TN,6,1736,77
Opa-locka,FL,2,2824,53
Opelika,AL,12,2610,152
Opelousas,LA,10,4736,51
Oracle,AZ,2,1749,148
Oradell,NJ,2,3790,82
Orange,CA,87,3535,276
Orange,CT,4,3301,203
Orange,MA,2,4279,164
Orange,TX,2,4466,255
Orange Beach,AL,9,2391,227
Orange City,FL,2,4583,262
Orange City,IA,1,313,286
Orange Cove,CA,4,3337,286
Orange Lake,NY,1,3962,81
Orange Park,FL,1,158,138
Orangeburg,NY,4,3030,195
Orangeburg,SC,3,3071,22
Orangevale,CA,1,1627,229
Orangeville,ON,18,222,15
Orchard,CO,1,3819,248
Orchard Park,NY,25,1536,121
Ord,NE,2,1262,237
Oregon,IL,2,3400,26
Oregon,OH,1,3445,82
Oregon,WI,1,2586,21
Oregon City,OR,30,661,95
Orem,UT,36,4081,189
Orford,QC,6,1837,131
Orick,CA,1,1004,213
Oriental,NC,2,3654,79
Orillia,ON,12,4590,117
Oriskany,NY,1,1826,210
Orkney Springs,VA,1,3023,61
Orland,FL,1,3631,46
Orland Park,IL,5,4006,126
Orlando,FL,369,1034,268
Orlando Park,IL,3,174,273
Orleans,MA,5,394,73
Orleans,ON,4,120,51
Orleans,VT,1,3342,52
Orléans,ON,2,1138,134
Ormond Beach,FL,9,4755,279
Ormstown,QC,5,1209,242
Oro Station,ON,1,3871,141
Oro Valley,AZ,4,471,11
Oromocto,NB,3,1274,124
Orono,ME,3,1264,10
Orono,ON,1,1192,74
Oronoco,MN,1,1383,134
Orosi,CA,1,2111,265
Oroville,CA,5,945,152
Oroville,WA,2,2091,255
Orrtanna,PA,1,620,125
Orsainville,QC,1,4566,99
Ortonville,MI,1,4296,51
Osage,IA,1,4856,44
Osage Beach,MO,6,342,50
Osawatomie,KS,11,2900,133
Osceola,AR,7,4707,66
Osceola,MO,1,2996,244
Osceola,NE,1,2702,105
Oscoda,MI,2,2373,141
Oshawa,ON,56,1641,185
Oshkosh,WI,9,2865,61
Oskaloosa,IA,1,2214,47
Osoyoos,BC,14,4591,14
Osseo,WI,1,4807,222
Ossian,IN,1,3183,129
Ossining,NY,8,1957,218
Osterville,MA,1,869,226
Oswego,IL,5,1522,33
Oswego,NY,22,506,214
Othello,WA,1,3072,235
Otis,OR,4,1972,227
Otis Orchards,WA,1,2794,220
Otisville,NY,1,2369,35
Otsego,MI,1,4849,261
Otsego,MN,1,1281,12
Ottawa,IL,4,1539,11
Ottawa,ON,349,3153,101
Ottawa Lake,MI,2,3433,11
Otter Lake,QC,1,2997,159
Otterburn Park,QC,2,3003,80
Ottumwa,IA,1,328,13
Ouray,CO,1,4059,47
Outlook,SK,1,1993,79
Outremont,QC,1,1413,210
Ovando,MT,1,1170,261
Overland Park,KS,160,1074,296
Oviedo,FL,13,1838,163
Owasso,OK,4,3385,142
Owatonna,MN,8,857,83
Owego,NY,4,3195,283
Owen Sound,ON,14,420,280
Owensboro,KY,6,2421,194
Owigsburg,PA,1,655,14
Owings Mills,MD,33,1486,95
Owosso,MI,5,4863,223
Oxbow,OR,1,3147,24
Oxford,AL,7,2527,282
Oxford,CT,2,2104,60
Oxford,FL,1,2030,262
Oxford,GA,1,4941,54
Oxford,MA,3,4870,200
Oxford,MD,3,2263,131
Oxford,ME,3,3967,196
Oxford,MS,9,2526,223
Oxford,NC,1,3893,158
Oxford,OH,12,2613,179
Oxford,PA,6,3903,218
Oxford,WI,1,2427,91
Oxford Station,ON,1,717,205
Oxnard,CA,55,2265,255
Oxon Hill,MD,23,3408,49
Oxon hill,MD,2,1092,177
Oyster Bay,NY,3,1477,52
Ozark,AL,3,4481,220
Ozark,AR,2,3274,188
Ozark,MO,4,4882,32
Ozona,TX,3,1405,104
Ozone Park,NY,2,4933,169
PANAMA CITY,FL,1,3178,253
PARIS,KY,1,2786,26
PAW PAW,MI,1,3083,121
PICKERINGTON,OH,4,2623,112
PIPESTONE,MN,1,3682,95
PLAINFIELD,IL,1,1585,44
PLANO,TX,1,2200,39
PLYMOUTH,MI,1,4681,201
POPLAR BLUFF,MO,1,3815,188
PORT COQUITLAM,BC,1,2101,113
PORT MOODY,BC,1,1487,174
PORT ORCHARD,WA,1,3283,131
PORT RICHEY,FL,1,1130,143
PORTAGE,WI,1,1865,299
PRESCOTT,AZ,1,4863,233
PRINCE GEORGE,BC,1,1320,34
PRÉVOST,QC,1,3906,22
PUTNAM,CT,1,2514,239
PUYALLUP,WA,1,4445,111
Pabos Mills,QC,1,1718,212
Pace,FL,2,1363,276
Pacific Beach,WA,2,971,231
Pacific City,OR,2,934,113
Pacific Grove,CA,18,2922,120
Pacific Palisades,CA,4,1018,78
Pacifica,CA,8,1824,267
Packwood,WA,2,2513,177
Pacoima,CA,2,1413,58
Paducah,KY,8,4598,259
Page,AZ,2,2205,84
Pageland,SC,1,2668,210
Pagosa Springs,CO,8,1238,43
Pahala,HI,1,309,120
Pahoa,HI,1,1164,246
Pahrump,NV,3,2320,41
Paicines,CA,1,333,218
Painesville,OH,1,892,141
Painted Post,NY,7,3210,115
Paintsville,KY,1,2266,42
Pala,CA,4,434,52
Palacios,TX,2,1459,116
Palastine,TX,2,1314,274
Palatine,IL,6,4519,235
Palatka,FL,6,383,188
Palenville,NY,1,312,231
Palestine,TX,3,1758,134
Pall Mall,TN,1,4178,285
Palm Bay,FL,13,4947,176
Palm Beach,FL,6,1517,160
Palm Beach Gardens,FL,29,2486,50
Palm City,FL,2,1894,44
Palm Coast,FL,13,204,240
Palm Desert,CA,35,4965,224
Palm Harbor,FL,2,3993,110
Palm Springs,CA,74,3945,66
Palm Springs,FL,1,3790,224
Palm harbor,FL,1,3392,165
Palmarolle,QC,1,478,73
Palmdale,CA,35,3393,71
Palmer,AK,2,3429,71
Palmer,MA,4,4908,103
Palmer,PR,1,3538,35
Palmer,TN,1,324,130
Palmer Lake,CO,2,837,59
Palmerston,ON,4,335,261
Palmetto,FL,7,4378,45
Palmetto,GA,1,811,298
Palmetto Bay,FL,6,1988,109
Palmyra,ME,2,4818,145
Palmyra,NJ,2,1359,203
Palmyra,PA,2,848,230
Palmyra,VA,1,4086,288
Palo Alto,CA,227,3651,64
Palo Cedro,CA,1,609,119
Palos Heights,IL,1,1923,158
Palos Hills,IL,1,4980,274
Palouse,WA,1,3041,171
Panaca,NV,1,4332,196
Panama City,FL,15,2234,138
Panama City Beach,FL,13,1877,117
Panguitch,UT,1,1322,77
Panorama City,CA,3,3767,75
Panton,VT,1,1877,153
Paoli,OK,1,1404,62
Paonia,CO,4,4959,137
Papillion,NE,1,801,216
Papineauville,QC,3,3089,225
Paquetville,NB,2,251,77
Parachute,CO,4,1425,71
Paradise,CA,1,1401,219
Paradise,NL,2,3822,61
Paradise,NV,1,1811,125
Paradise,PA,1,906,74
Paradise Valley,AZ,3,4430,139
Paragould,AR,7,2822,186
Paramount,CA,13,4756,287
Paramus,NJ,42,1425,172
Paris,ME,2,4233,161
Paris,ON,1,1259,245
Paris,TN,7,2969,167
Paris,TX,6,4616,115
Parish,NY,4,1342,264
Park City,UT,43,447,122
Park Forest,IL,1,1931,39
Park Hills,MO,1,1669,21
Park Rapids,MN,2,4035,186
Park Ridge,IL,1,2018,55
Park Ridge,NJ,4,3332,180
Parker,AZ,3,3858,139
Parker,CO,16,2455,254
Parker,FL,1,1497,212
Parkersburg,WV,10,2880,235
Parkhill,ON,1,1924,89
Parkland,FL,1,2591,44
Parksville,BC,23,4160,61
Parkville,MD,3,504,170
Parkville,MO,3,1821,93
Parlier,CA,5,2925,35
Parlin,NJ,1,3945,234
Parma,OH,8,4310,163
Parma Heights,OH,1,3292,104
Parris Island,SC,1,164,234
Parrish,FL,1,1399,276
Parrsboro,NS,1,1515,50
Parry Sound,ON,17,3693,142
Parshall,CO,1,1068,75
Parsippany,NJ,11,468,219
Parsippany-Troy Hills,NJ,11,332,162
Parsons,KS,3,2342,181
Parsons,TN,1,3183,68
Pasadena,CA,118,1020,193
Pasadena,MD,3,788,189
Pasadena,TX,6,4372,21
Pasbébiac,QC,1,1569,77
Pascagoula,MS,3,4825,211
Pasco,WA,21,4359,15
Paso Robles,CA,58,3722,24
Paspebiac,QC,1,2200,51
Paspébiac,QC,3,2365,40
Pasp√©biac,QC,1,3889,190
Pass Christian,MS,2,923,271
Passaic,NJ,2,3531,298
Pataskala,OH,3,4251,30
Patchogue,NY,11,4313,191
Pateros,WA,3,897,193
Paterson,NJ,1,879,253
Patterson,CA,9,2950,158
Patterson,NY,1,2992,265
Patton,PA,1,1993,109
Patuxent River,MD,4,3406,64
Paul Smiths,NY,5,3002,195
Pauls Valley,OK,2,4903,95
Paulsboro,NJ,1,3818,183
Pauma Valley,CA,1,121,31
Paw Paw,MI,1,1600,253
Pawhuska,OK,2,942,69
Pawleys Island,SC,4,1860,113
Pawling,NY,2,3741,148
Pawnee,IL,1,291,168
Pawtucket,RI,12,495,241
Paynesville,MN,1,4762,86
Payson,AZ,4,4426,27
Peabody,MA,11,973,31
Peace River,AB,4,2721,193
Peacham,VT,1,4435,154
Peachland,BC,1,189,47
Peachtree City,GA,14,2379,290
Peachtree Corners,GA,6,556,297
Peachtree corners,GA,1,2380,152
Pearisburg,VA,1,4549,22
Pearl,MS,1,1104,195
Pearl City,HI,4,4634,276
Pearl Harbor,HI,3,444,278
Pearl River,LA,1,2811,106
Pearl River,NY,7,4852,10
Pearland,TX,11,2562,36
Pebble Beach,CA,2,1216,45
Peckville,PA,1,725,169
Peconic,NY,2,4479,40
Pecos,NM,1,2079,136
Pecos,TX,4,4094,271
Peculiar,MO,2,1778,219
Pedricktown,NJ,3,322,159
Peekskill,NY,3,843,40
Peerless Lake,AB,1,562,109
Pefferlaw,ON,1,1668,228
Pelham,AL,1,3447,262
Pelham,NH,1,1836,180
Pelham,ON,1,4139,266
Pelham Bay,NY,1,4051,66
Pell City,AL,6,764,18
Pella,IA,1,1456,14
Pelly Crossing,YT,2,1114,123
Pemberton,BC,8,2232,274
Pembroke,MA,1,2768,182
Pembroke,NC,3,1154,229
Pembroke,NY,1,1864,214
Pembroke,ON,12,4558,33
Pembroke Pines,FL,20,2969,179
Penasco,NM,3,1512,112
Pender Island,BC,4,767,69
Pendergrass,GA,1,3470,95
Pendleton,KY,1,1494,264
Pendleton,OR,8,198,174
Pendleton,SC,1,4170,176
Penetanguishene,ON,3,521,93
Penfield,NY,6,3750,211
Penhold,AB,1,4257,99
Peninsula,OH,1,1232,98
Penn Valley,PA,1,1802,129
Penn Yan,NY,7,3720,165
Pennington,NJ,3,3290,197
Pennington Gap,VA,2,697,197
Pennsauken Township,NJ,4,491,271
Pennsville,NJ,1,1175,61
Pennsville Township,NJ,1,2750,149
Pensacola,FL,28,2484,28
Pensacola Beach,FL,5,909,84
Penticton,BC,30,3409,239
Pentwater,MI,1,3838,139
Peoria,AZ,22,1259,64
Peoria,IL,15,1631,280
Peotone,IL,1,2782,109
Pepper Pike,OH,1,353,78
Pepperdine University,CA,14,3648,26
